J_kSalt_30K_v8_w,eps1,eps2
123,-117.1311598,263.2010604
124,-119.7286019,266.5981383
125,-123.7188233,264.9309769
126,-124.2359741,260.7594795
127,-123.0474874,257.8470155
128,-122.7950259,255.7263523
129,-122.4539776,253.2289252
130,-121.7565217,250.9673232
131,-121.5863721,249.0273679
132,-121.94797,246.8457033
133,-122.9040407,243.6897434
134,-123.1510957,238.895408
135,-120.6930813,233.8380661
136,-116.429569,230.7606944
137,-112.4730536,230.0155227
138,-109.4437736,231.1379289
139,-108.6190248,233.7021722
140,-111.3250219,235.7020629
141,-115.7865194,234.6841387
142,-119.0889018,230.7064588
143,-119.9898881,225.8231305
144,-119.3427445,221.7951894
145,-118.7784129,218.6688995
146,-118.5292783,215.5198822
147,-117.968879,211.9851862
148,-116.675468,208.3055329
149,-114.3500177,205.0723112
150,-111.2573204,203.2404159
151,-108.9652325,202.9322957
152,-108.1399021,203.0069376
153,-107.910543,202.986969
154,-108.8090131,202.787244
155,-110.7885956,201.2305305
156,-111.7801614,198.2588204
157,-111.5014585,195.4782612
158,-111.4883927,193.1653503
159,-111.7086245,190.3376639
160,-110.9393677,187.2133224
161,-109.5202268,184.7365351
162,-108.3433897,182.8929047
163,-107.4848519,181.2575953
164,-106.9827569,179.4209913
165,-106.2421048,177.1736194
166,-104.6641312,175.2000409
167,-103.0074065,174.1769437
168,-102.1866767,173.6902237
169,-101.9743144,173.1961388
170,-102.3947418,172.6292217
171,-104.0255701,171.0319861
172,-105.2511285,167.370105
173,-103.957374,162.9910949
174,-100.7792549,159.9374277
175,-97.15926852,158.9907105
176,-94.56417926,159.9192617
177,-94.17456615,161.3750065
178,-95.3234827,161.8101023
179,-96.68585613,160.818426
180,-97.41683776,158.9186951
181,-97.31278772,156.9318321
182,-96.91986889,155.3237883
183,-96.72912468,153.895123
184,-96.66167704,152.3189716
185,-96.5235312,150.4782409
186,-96.08483249,148.3702133
187,-94.99272251,146.3388107
188,-93.46454131,144.9052827
189,-92.1261371,144.0949299
190,-91.13507848,143.6520773
191,-90.59735986,143.3606848
192,-90.5068442,142.9409557
193,-90.58121752,142.3416194
194,-90.95054828,141.5028272
195,-91.44976697,140.1126339
196,-91.44056666,138.341935
197,-90.98115669,136.6915585
198,-90.45493077,135.2392459
199,-89.89573475,133.8827798
200,-89.39153158,132.3480215
201,-88.28630803,130.66683
202,-86.19717711,130.1393593
203,-85.34002531,130.9462066
204,-86.48066104,131.0067571
205,-87.20617186,129.6180206
206,-86.92273825,128.0396913
207,-86.31373945,126.9208179
208,-85.78483825,126.3404549
209,-85.96950361,125.8482842
210,-86.55858804,124.7226323
211,-86.66300563,123.0781055
212,-86.24698168,121.509265
213,-85.69130276,120.2342
214,-85.23422026,119.1335017
215,-84.9105909,117.9724409
216,-84.48155347,116.6751643
217,-83.8043488,115.4144409
218,-82.98748182,114.3390234
219,-82.13448614,113.4579823
220,-81.24062827,112.8293656
221,-80.45367791,112.6141035
222,-80.25420803,112.6284584
223,-80.70240973,112.2814408
224,-81.20057025,111.2538839
225,-81.19287322,109.8526648
226,-80.65683903,108.6884249
227,-80.18164243,108.0083815
228,-80.28040845,107.3133517
229,-80.53109246,106.0326829
230,-80.1501547,104.4871835
231,-79.32961001,103.3109869
232,-78.66791757,102.4714199
233,-78.16555292,101.6807928
234,-77.67416476,100.8973459
235,-77.20224016,100.1750922
236,-76.81000483,99.50678698
237,-76.52563862,98.82261322
238,-76.29276916,98.08250727
239,-76.0846068,97.30578497
240,-75.9458182,96.47088559
241,-75.87298846,95.46724663
242,-75.70797548,94.21338406
243,-75.22837678,92.80799211
244,-74.35853922,91.54993921
245,-73.37595025,90.55512275
246,-72.37564581,89.67836302
247,-71.12546768,89.12675154
248,-70.03603507,89.17202648
249,-69.76310987,89.29087757
250,-69.8743714,88.80336353
251,-69.56477897,87.80092782
252,-68.57171257,86.89841267
253,-67.1643862,86.8186672
254,-66.40391845,87.56354091
255,-66.82858902,88.14634845
256,-67.57300038,88.0158428
257,-68.21482734,87.42009342
258,-68.86756079,86.31962773
259,-69.0318367,84.73800673
260,-68.4524939,83.212235
261,-67.5167014,82.14114891
262,-66.65243916,81.44682931
263,-65.94382549,80.88244938
264,-65.26836168,80.34688865
265,-64.55818109,79.879516
266,-63.82776929,79.58539777
267,-63.25613173,79.45401169
268,-62.91981583,79.29282603
269,-62.63030581,79.01679764
270,-62.29380395,78.73399727
271,-62.01679215,78.49564886
272,-61.86767231,78.18541609
273,-61.70671349,77.70668611
274,-61.34948967,77.16892266
275,-60.82581605,76.75421021
276,-60.27572687,76.50177019
277,-59.70153774,76.48289213
278,-59.3114337,76.79775906
279,-59.49368896,77.11614081
280,-59.96205867,77.02244365
281,-60.21885587,76.70563638
282,-60.46911794,76.43946914
283,-60.97536118,75.98730002
284,-61.39688658,75.14929702
285,-61.41229035,74.21144238
286,-61.23026585,73.44872355
287,-61.09090808,72.80105389
288,-60.96733454,72.16791637
289,-60.82558584,71.57744635
290,-60.76140514,70.99713728
291,-60.75834787,70.31866032
292,-60.69402694,69.52023805
293,-60.50282896,68.65579045
294,-60.15781533,67.8117033
295,-59.7036441,67.06104257
296,-59.21051778,66.42893146
297,-58.74351896,65.90806033
298,-58.37460786,65.39898779
299,-58.01352813,64.78832623
300,-57.46628559,64.166493
301,-56.7502134,63.74558517
302,-56.07512134,63.66007715
303,-55.75645162,63.76473212
304,-55.84840191,63.64358747
305,-55.90413571,63.1633888
306,-55.68262257,62.58563333
307,-55.30216975,62.10591438
308,-54.84876438,61.85445639
309,-54.57516366,61.88440535
310,-54.80272278,61.87848933
311,-55.35522832,61.34549448
312,-55.60646689,60.25733278
313,-55.25620811,59.08032023
314,-54.53268017,58.19958827
315,-53.77296158,57.63276724
316,-53.08564587,57.24617153
317,-52.4484303,56.9918558
318,-51.90605587,56.85482182
319,-51.50659124,56.77917251
320,-51.25788228,56.68702386
321,-51.12730514,56.46592517
322,-50.94556115,56.09777856
323,-50.60385097,55.7748893
324,-50.31078692,55.58201368
325,-50.20320966,55.29977062
326,-50.01571142,54.85375342
327,-49.62778948,54.47852785
328,-49.29015718,54.24092065
329,-49.09292397,53.94387656
330,-48.82255666,53.54189865
331,-48.40843787,53.17912912
332,-47.95654347,52.92722642
333,-47.5267378,52.78189995
334,-47.16731037,52.73055666
335,-46.94242491,52.70060359
336,-46.8174014,52.58885756
337,-46.66672663,52.39997148
338,-46.45983393,52.22937055
339,-46.27986628,52.12468817
340,-46.2102848,52.03631864
341,-46.26085791,51.83208855
342,-46.27553044,51.45468235
343,-46.11822618,51.03503586
344,-45.87168354,50.69629796
345,-45.64692726,50.42141832
346,-45.4530079,50.1541413
347,-45.26417108,49.86075352
348,-45.03255189,49.55537611
349,-44.75127134,49.29339575
350,-44.47933818,49.07710175
351,-44.21226128,48.88928476
352,-43.9398975,48.76134188
353,-43.72477423,48.70231737
354,-43.61567256,48.67523921
355,-43.64161208,48.5783124
356,-43.70236735,48.318217
357,-43.62922536,47.97110107
358,-43.43205531,47.70150985
359,-43.26722338,47.5810443
360,-43.30588097,47.48881598
361,-43.52419102,47.16967897
362,-43.60615588,46.58231756
363,-43.38812392,45.98707813
364,-43.05742407,45.53039882
365,-42.73089817,45.15700221
366,-42.37963734,44.85024232
367,-42.04218388,44.61544025
368,-41.74749518,44.4083644
369,-41.45172688,44.22758443
370,-41.16929679,44.11277857
371,-40.97255239,44.04165333
372,-40.87358625,43.94833737
373,-40.83670406,43.77594285
374,-40.79331959,43.50870454
375,-40.68338255,43.18752467
376,-40.50302154,42.87760189
377,-40.30249284,42.6218966
378,-40.15776034,42.3659572
379,-40.02265443,42.03555354
380,-39.79750946,41.66804825
381,-39.49078748,41.32855235
382,-39.12961107,41.04612607
383,-38.73118771,40.86110521
384,-38.37004938,40.78764333
385,-38.11645909,40.77091912
386,-37.97259674,40.73578234
387,-37.90240632,40.61445165
388,-37.81898928,40.37996932
389,-37.63022189,40.10213925
390,-37.35553074,39.88416599
391,-37.09297776,39.74538466
392,-36.89193295,39.63388494
393,-36.7414775,39.49393539
394,-36.59930717,39.28829362
395,-36.39304465,39.04099243
396,-36.10687816,38.82752004
397,-35.80348493,38.67911341
398,-35.51938131,38.57810543
399,-35.2605223,38.51245464
400,-35.04716728,38.46458816
401,-34.88463844,38.39177983
402,-34.72909656,38.25786896
403,-34.50786184,38.0927386
404,-34.21036948,37.98081166
405,-33.91675567,37.96445969
406,-33.70498004,37.99826213
407,-33.57447677,38.0029416
408,-33.45946751,37.94050869
409,-33.29401586,37.84662743
410,-33.08132997,37.78775966
411,-32.88685234,37.77593344
412,-32.74002824,37.75885129
413,-32.59103506,37.70924566
414,-32.40102167,37.66271402
415,-32.19572195,37.64725067
416,-31.99404672,37.6493769
417,-31.76763425,37.68058408
418,-31.5285903,37.78620144
419,-31.34646861,37.96612675
420,-31.25283685,38.16441793
421,-31.21108063,38.34135149
422,-31.17884212,38.51338061
423,-31.16323349,38.71731923
424,-31.20453765,38.96968176
425,-31.3549012,39.24918329
426,-31.64942463,39.47835835
427,-32.03129912,39.58205583
428,-32.40776985,39.56883226
429,-32.75932807,39.48838627
430,-33.1102999,39.35349424
431,-33.46112733,39.14200654
432,-33.77571452,38.83655853
433,-34.00005965,38.46037132
434,-34.11187464,38.06264351
435,-34.11153109,37.69348167
436,-34.01061444,37.40347414
437,-33.83381276,37.25937311
438,-33.65474555,37.35981203
439,-33.67604565,37.74740584
440,-34.16517088,38.28525717
441,-35.29066142,38.60122566
442,-36.88787187,38.15645912
443,-38.26605832,36.69170692
444,-38.71458621,34.67766011
445,-38.23407917,32.85127846
446,-37.28199795,31.55428324
447,-36.23781321,30.74901041
448,-35.27982508,30.26750174
449,-34.43406174,29.92414694
450,-33.5762196,29.61310659
451,-32.5206413,29.46641753
452,-31.30803959,29.83671899
453,-30.41364517,30.8765305
454,-30.41011535,32.09880749
455,-31.09319115,32.79929134
456,-31.66087895,33.08828952
457,-32.23380111,33.47157411
458,-33.46205434,33.48586666
459,-34.71556665,32.42180295
460,-34.87552533,30.97708464
461,-34.38602899,30.06717361
462,-34.03941598,29.44701816
463,-33.639126,28.79843133
464,-32.94351422,28.50960511
465,-32.52513817,28.66159167
466,-32.70688798,28.57474763
467,-32.79798252,27.96196452
468,-32.33542503,27.37284808
469,-31.71387557,27.19968218
470,-31.36799211,27.2785508
471,-31.33382994,27.23198131
472,-31.29184786,26.94838547
473,-31.05957644,26.63706686
474,-30.77306588,26.40226522
475,-30.50011058,26.20150859
476,-30.21264817,26.02947015
477,-29.92747898,25.90032851
478,-29.67199384,25.79657245
479,-29.44152498,25.6965905
480,-29.22287315,25.59209688
481,-29.00474354,25.48156311
482,-28.77406392,25.37552277
483,-28.53270623,25.29795169
484,-28.31113945,25.25147237
485,-28.12622389,25.2056427
486,-27.95363614,25.14424987
487,-27.77382917,25.0757588
488,-27.58314794,25.01831994
489,-27.39734875,24.99702296
490,-27.26757772,24.97889701
491,-27.16976478,24.87222588
492,-26.95112872,24.71414478
493,-26.5810224,24.73455741
494,-26.34250736,24.99326014
495,-26.43745677,25.18863333
496,-26.60198418,25.1234875
497,-26.58376366,24.97074464
498,-26.49004865,24.88810662
499,-26.44198599,24.84670815
500,-26.43677652,24.78886278
501,-26.44847953,24.70008091
502,-26.47126398,24.56688122
503,-26.47619065,24.37346872
504,-26.41522085,24.15460015
505,-26.30021722,23.9579986
506,-26.16993918,23.79147871
507,-26.03767764,23.64036305
508,-25.89612531,23.50087592
509,-25.74482165,23.38887926
510,-25.61177048,23.30964184
511,-25.52474612,23.22792172
512,-25.46054113,23.10225676
513,-25.36623502,22.94071719
514,-25.22779243,22.78544786
515,-25.07328238,22.65396131
516,-24.91794195,22.54093816
517,-24.7643256,22.44542725
518,-24.62326158,22.36068053
519,-24.49490211,22.27102149
520,-24.36274853,22.17346875
521,-24.21860028,22.07983332
522,-24.06978454,21.9972665
523,-23.92133877,21.92199051
524,-23.76650557,21.8592298
525,-23.61203981,21.82528481
526,-23.48685741,21.81347961
527,-23.39846002,21.79425951
528,-23.32353765,21.76306244
529,-23.26514866,21.7236463
530,-23.23016875,21.65325386
531,-23.18614699,21.54231318
532,-23.10829789,21.41277094
533,-23.00191943,21.28568857
534,-22.87682326,21.1705084
535,-22.74194819,21.07188855
536,-22.60795643,20.98482854
537,-22.47306881,20.90119432
538,-22.32793947,20.83117943
539,-22.18789644,20.78324121
540,-22.07091971,20.73799588
541,-21.96048382,20.67876961
542,-21.83492507,20.61645181
543,-21.69739139,20.57247675
544,-21.57076202,20.55178082
545,-21.47179188,20.53285367
546,-21.38548155,20.49743563
547,-21.29083677,20.45151671
548,-21.18558357,20.40774724
549,-21.07406101,20.37918374
550,-20.97373817,20.37071907
551,-20.90332166,20.3622987
552,-20.85031119,20.33162496
553,-20.78936621,20.27755135
554,-20.7051213,20.21878747
555,-20.60385866,20.17994914
556,-20.51288834,20.16317502
557,-20.44453632,20.15212302
558,-20.39398616,20.13141793
559,-20.34906384,20.09304949
560,-20.29424545,20.04515061
561,-20.231022,19.99881979
562,-20.16531044,19.95773747
563,-20.10038554,19.92734193
564,-20.05017256,19.9036345
565,-20.01833198,19.8692526
566,-19.98784984,19.81735694
567,-19.94706803,19.75719794
568,-19.89842941,19.69847478
569,-19.84802682,19.64595143
570,-19.8038995,19.59864116
571,-19.77155829,19.54780011
572,-19.7461224,19.48487883
573,-19.71870293,19.40672417
574,-19.67925623,19.31466909
575,-19.61641915,19.22475023
576,-19.54078745,19.15772224
577,-19.48063626,19.11079219
578,-19.44698899,19.06098744
579,-19.42697202,18.989093
580,-19.39873664,18.89396904
581,-19.34887339,18.79173407
582,-19.28369315,18.69910232
583,-19.21926367,18.6189103
584,-19.16565494,18.53977076
585,-19.11735661,18.44822792
586,-19.05821855,18.34411284
587,-18.97950452,18.2415752
588,-18.88930515,18.15496403
589,-18.80492226,18.08404009
590,-18.73499053,18.01622173
591,-18.67474634,17.9397217
592,-18.61402704,17.84961661
593,-18.54182435,17.74862016
594,-18.45075554,17.64889889
595,-18.34701822,17.56480043
596,-18.24807785,17.49537599
597,-18.15955521,17.42754712
598,-18.07235383,17.35571484
599,-17.98109182,17.28222685
600,-17.88435617,17.20988992
601,-17.78084579,17.14590572
602,-17.67964746,17.09448515
603,-17.59093543,17.04643223
604,-17.50931359,16.99078232
605,-17.42271658,16.92888637
606,-17.32832817,16.86854146
607,-17.23002381,16.81399978
608,-17.13102812,16.7677214
609,-17.03719111,16.72761214
610,-16.94943546,16.68910994
611,-16.86575226,16.65209001
612,-16.7898041,16.61141368
613,-16.71505357,16.55974087
614,-16.6279306,16.50582416
615,-16.53442042,16.46010417
616,-16.44421269,16.41955057
617,-16.35504942,16.38267341
618,-16.27011121,16.34842841
619,-16.19053069,16.31014833
620,-16.107858,16.26509417
621,-16.01463568,16.21925073
622,-15.91115063,16.18237629
623,-15.80524596,16.15959871
624,-15.7043592,16.15126717
625,-15.61603078,16.15474271
626,-15.55001407,16.16330802
627,-15.50198967,16.08730754
628,-15.29804144,16.18834176
629,-15.39712522,16.24524434
630,-15.43406256,16.14912413
631,-15.36549356,16.02705009
632,-15.22902749,15.97168444
633,-15.12363824,15.97996694
634,-15.07631844,15.98134492
635,-15.03253567,15.9554369
636,-14.97775511,15.90894432
637,-14.89112572,15.85950129
638,-14.77259827,15.8662516
639,-14.7143161,15.91036095
640,-14.71429243,15.91474971
641,-14.69473391,15.89295474
642,-14.68377464,15.86104856
643,-14.68090796,15.78078417
644,-14.61402633,15.67828606
645,-14.49524731,15.62042584
646,-14.39335989,15.60920761
647,-14.32467553,15.60417744
648,-14.26386576,15.60083334
649,-14.22706409,15.58518422
650,-14.18923794,15.52880774
651,-14.09095396,15.48374149
652,-13.99094383,15.50066772
653,-13.96479309,15.51200852
654,-13.93882417,15.47101606
655,-13.85794189,15.44642718
656,-13.80556164,15.44767877
657,-13.78269282,15.40724868
658,-13.69593006,15.3628882
659,-13.59195746,15.38587632
660,-13.56522993,15.42893457
661,-13.58157852,15.4202314
662,-13.57093133,15.36463513
663,-13.51750985,15.30060718
664,-13.43053973,15.26039928
665,-13.33634339,15.26657055
666,-13.28011197,15.30672219
667,-13.27686783,15.34018043
668,-13.30513083,15.33338071
669,-13.32990218,15.26953283
670,-13.301019,15.17426533
671,-13.21395717,15.10958004
672,-13.13127064,15.09137492
673,-13.08176878,15.07746288
674,-13.02853309,15.05496515
675,-12.96535632,15.04521453
676,-12.9150009,15.04176045
677,-12.85961098,15.05781512
678,-12.8381076,15.10528293
679,-12.89622813,15.11698193
680,-12.95989517,15.04037052
681,-12.94922473,14.91507242
682,-12.86173461,14.82369862
683,-12.77204879,14.80002138
684,-12.74529448,14.7796211
685,-12.72391873,14.70819151
686,-12.63895394,14.63499229
687,-12.53418154,14.61431134
688,-12.47274054,14.61163941
689,-12.42227274,14.58690495
690,-12.33934314,14.57766437
691,-12.27595472,14.60615466
692,-12.26724234,14.62470555
693,-12.26784538,14.6049155
694,-12.24828895,14.56351829
695,-12.20960861,14.51864356
696,-12.15459916,14.48421252
697,-12.09814254,14.46708963
698,-12.05454366,14.45302523
699,-12.0071737,14.4442637
700,-11.97060932,14.45138926
701,-11.97072967,14.43944462
702,-11.95870051,14.39285968
703,-11.90860873,14.35087582
704,-11.85585016,14.33558032
705,-11.825683,14.32993686
706,-11.81320937,14.31480072
707,-11.8098924,14.27334497
708,-11.78563588,14.19728661
709,-11.69902746,14.13987285
710,-11.60847278,14.14288951
711,-11.57640942,14.15741651
712,-11.55918844,14.14633149
713,-11.53044174,14.13077391
714,-11.51633038,14.10892524
715,-11.502074,14.05661063
716,-11.44207133,14.0008598
717,-11.35854331,13.98928074
718,-11.3134898,14.00494517
719,-11.30074664,14.00258967
720,-11.27937203,13.9828816
721,-11.25176008,13.9655655
722,-11.23445676,13.94500459
723,-11.21764677,13.90837488
724,-11.1815042,13.86446527
725,-11.12770807,13.83125663
726,-11.06904966,13.82072015
727,-11.02634385,13.8360774
728,-11.02823539,13.84605728
729,-11.04958962,13.81327959
730,-11.04153201,13.74521688
731,-10.99020086,13.67880577
732,-10.91380473,13.64979341
733,-10.86065349,13.6548447
734,-10.84788428,13.65355791
735,-10.84472644,13.61801366
736,-10.81323248,13.56000515
737,-10.74426584,13.52205207
738,-10.6819843,13.52028602
739,-10.65580309,13.52064611
740,-10.63631759,13.50055963
741,-10.60163854,13.4766479
742,-10.56709759,13.45889634
743,-10.53716256,13.43948647
744,-10.50149851,13.42580496
745,-10.47956654,13.41783678
746,-10.47591103,13.38534374
747,-10.44168653,13.33409396
748,-10.37485374,13.31372277
749,-10.33858239,13.31763834
750,-10.32726477,13.3047869
751,-10.30197367,13.28600006
752,-10.28865353,13.2662257
753,-10.28183269,13.22049433
754,-10.23863344,13.16760895
755,-10.17886892,13.13703989
756,-10.12875888,13.12034468
757,-10.07907174,13.11704849
758,-10.05045064,13.12474241
759,-10.05151218,13.11026463
760,-10.03804312,13.06336491
761,-9.98565902,13.02299262
762,-9.931542297,13.00980698
763,-9.89855293,13.00279916
764,-9.870961116,12.98873285
765,-9.843318901,12.96704259
766,-9.807649267,12.93844224
767,-9.752943239,12.9196916
768,-9.697227189,12.93041947
769,-9.676897193,12.95401029
770,-9.686667017,12.95244857
771,-9.684445848,12.92415365
772,-9.663637151,12.89174506
773,-9.635954222,12.86202226
774,-9.599253556,12.83676795
775,-9.554260129,12.82916661
776,-9.52465848,12.84448417
777,-9.534870645,12.85551639
778,-9.565503167,12.83052187
779,-9.580230885,12.77050978
780,-9.56683101,12.68802228
781,-9.507170785,12.60764199
782,-9.410660012,12.57210584
783,-9.336490196,12.58345259
784,-9.306053882,12.59684707
785,-9.282708854,12.59490017
786,-9.25726683,12.59485325
787,-9.252730764,12.5871142
788,-9.248799059,12.54886156
789,-9.202385845,12.50810169
790,-9.137992534,12.51138309
791,-9.120121063,12.54761797
792,-9.166606487,12.54665155
793,-9.202788213,12.4699769
794,-9.155958928,12.3777812
795,-9.066105115,12.34194495
796,-9.010190171,12.353752
797,-9.004378746,12.35526086
798,-9.002745018,12.31677167
799,-8.964291302,12.26574089
800,-8.904827899,12.23610289
801,-8.855064803,12.22491823
802,-8.815598689,12.21711681
803,-8.779218222,12.21084908
804,-8.749317188,12.20628113
805,-8.726586341,12.20151314
806,-8.715153707,12.18955874
807,-8.709220323,12.15386571
808,-8.675445834,12.1001953
809,-8.604684315,12.06464078
810,-8.53102696,12.07052593
811,-8.49496338,12.09690852
812,-8.492706827,12.1033575
813,-8.484649357,12.08349485
814,-8.461458272,12.05217432
815,-8.419898568,12.02136301
816,-8.360191935,12.01104607
817,-8.310936592,12.02842268
818,-8.292584452,12.05488495
819,-8.302134673,12.06328225
820,-8.314101251,12.04230924
821,-8.308268989,12.00423354
822,-8.286780083,11.96099177
823,-8.247271619,11.92255142
824,-8.198648371,11.89924952
825,-8.156998333,11.88586724
826,-8.118891842,11.87247184
827,-8.075426932,11.86359952
828,-8.034870653,11.86688718
829,-8.01180465,11.87355959
830,-8.001757205,11.86751583
831,-7.988089979,11.84351689
832,-7.955828399,11.81284871
833,-7.906950989,11.79640839
834,-7.868227934,11.7925459
835,-7.838103272,11.78229394
836,-7.793579009,11.77295514
837,-7.747731513,11.78017443
838,-7.719708019,11.79423969
839,-7.700833578,11.8060955
840,-7.693905212,11.81395904
841,-7.702622831,11.80020687
842,-7.695753331,11.75852885
843,-7.652806164,11.71822731
844,-7.600568179,11.69877194
845,-7.557687128,11.68610855
846,-7.509338028,11.67016387
847,-7.443696478,11.66810739
848,-7.384113348,11.69508026
849,-7.362257246,11.72786974
850,-7.360538313,11.73295508
851,-7.340690056,11.71323608
852,-7.294201764,11.69630388
853,-7.24007634,11.6962585
854,-7.191857254,11.70682605
855,-7.1476356,11.7208532
856,-7.106503066,11.73427624
857,-7.060642581,11.74906818
858,-7.012411802,11.77344248
859,-6.976376912,11.80027677
860,-6.940716319,11.81949089
861,-6.894696006,11.83707114
862,-6.841353983,11.85712269
863,-6.771310609,11.88773502
864,-6.692823027,11.94549885
865,-6.633483122,12.02306186
866,-6.585064656,12.09814782
867,-6.515161799,12.18410504
868,-6.439614372,12.31650515
869,-6.41217955,12.4863857
870,-6.433601884,12.64924105
871,-6.461850888,12.7939869
872,-6.486456844,12.93896857
873,-6.506500701,13.09025479
874,-6.487139093,13.27510921
875,-6.4260921,13.57823301
876,-6.414195211,14.10288709
877,-6.653005251,14.93063901
878,-7.613846314,15.91164284
879,-9.647581777,16.13051075
880,-11.4765848,14.6255817
881,-11.53226365,12.61476161
882,-10.55847873,11.62755562
883,-9.822545328,11.58701157
884,-9.827138843,11.71333134
885,-10.16203897,11.34972545
886,-10.07596957,10.66157734
887,-9.578206695,10.18674365
888,-9.056343416,10.02707211
889,-8.665735418,10.03990888
890,-8.3987457,10.11475435
891,-8.228902564,10.19862215
892,-8.135671981,10.24845843
893,-8.066071405,10.24028797
894,-7.963463706,10.20517376
895,-7.833980372,10.1898561
896,-7.714568057,10.20153277
897,-7.615499025,10.22340213
898,-7.528940594,10.24546615
899,-7.447521031,10.26831243
900,-7.368997306,10.29462879
901,-7.288961995,10.33309406
902,-7.215526318,10.39711951
903,-7.171219045,10.4976488
904,-7.203954656,10.61754675
905,-7.350795066,10.65958872
906,-7.493151409,10.5409985
907,-7.474034017,10.35875953
908,-7.343454664,10.25515642
909,-7.22407618,10.24086695
910,-7.149336991,10.25990039
911,-7.100374411,10.28344577
912,-7.07089166,10.30873997
913,-7.068084457,10.3238589
914,-7.07902097,10.31106837
915,-7.077251877,10.27001159
916,-7.045849729,10.22197166
917,-6.994069501,10.18912948
918,-6.941918234,10.1753034
919,-6.898164985,10.17567749
920,-6.872694346,10.17850671
921,-6.860009231,10.16730417
922,-6.839616313,10.14138162
923,-6.805066305,10.11285296
924,-6.760014136,10.09200273
925,-6.712625988,10.08339934
926,-6.671778665,10.08375984
927,-6.638273432,10.08758159
928,-6.610864724,10.09465208
929,-6.597113838,10.09877198
930,-6.591154808,10.08634112
931,-6.570108129,10.06211196
932,-6.533152461,10.045776
933,-6.498299132,10.04375564
934,-6.475805461,10.04767059
935,-6.46633259,10.04454103
936,-6.458236432,10.02706085
937,-6.439320627,9.999702313
938,-6.405890755,9.972925779
939,-6.361166951,9.958975899
940,-6.32147234,9.960540787
941,-6.296494676,9.96576119
942,-6.278933828,9.964210096
943,-6.259287475,9.957767724
944,-6.239166988,9.949846792
945,-6.218385098,9.938857402
946,-6.190796474,9.92902508
947,-6.162118643,9.92641818
948,-6.140937987,9.926971345
949,-6.124636453,9.922563691
950,-6.10293597,9.915310713
951,-6.076804924,9.915946888
952,-6.06203917,9.923037526
953,-6.060295033,9.923169851
954,-6.06017792,9.909141261
955,-6.050780285,9.883967701
956,-6.024972262,9.861196841
957,-5.995837344,9.850618969
958,-5.976620508,9.843182795
959,-5.95802745,9.830099871
960,-5.931818722,9.81745074
961,-5.90400239,9.81164312
962,-5.8804228,9.812637087
963,-5.867196765,9.81560214
964,-5.866146884,9.80788684
965,-5.860737511,9.782275503
966,-5.834915205,9.75079193
967,-5.793542366,9.729989194
968,-5.74963994,9.725400175
969,-5.7132645,9.732643979
970,-5.686927133,9.74554939
971,-5.673020929,9.757370571
972,-5.669251641,9.755953862
973,-5.654371318,9.740428852
974,-5.618546814,9.730144481
975,-5.577269269,9.739057988
976,-5.543119678,9.767395285
977,-5.524954008,9.81518255
978,-5.543708691,9.875185957
979,-5.618714446,9.912616365
980,-5.7258334,9.875387645
981,-5.782616693,9.761468435
982,-5.746227142,9.642449797
983,-5.664967948,9.574023089
984,-5.589655483,9.549890695
985,-5.529550126,9.545856213
986,-5.479489925,9.552778224
987,-5.443706893,9.567143388
988,-5.426386423,9.57479699
989,-5.408523767,9.566923891
990,-5.374363429,9.556453549
991,-5.331855098,9.558215069
992,-5.293094169,9.57315513
993,-5.261442385,9.596054933
994,-5.233419286,9.630632791
995,-5.223689451,9.684040641
996,-5.262576165,9.73540553
997,-5.344552253,9.731626716
998,-5.393893876,9.654889692
999,-5.351813605,9.576621851
1000,-5.279608548,9.564107283
1001,-5.257597295,9.586337879
1002,-5.265224503,9.587323562
1003,-5.260178742,9.568370903
1004,-5.247972741,9.545494604
1005,-5.231726302,9.510083296
1006,-5.183325316,9.465148669
1007,-5.091446245,9.439932367
1008,-4.96840596,9.463017062
1009,-4.82476924,9.576047945
1010,-4.733574893,9.836722943
1011,-4.899637044,10.17745969
1012,-5.386963082,10.28728339
1013,-5.780645777,9.987485528
1014,-5.780769742,9.604755259
1015,-5.624996538,9.406993462
1016,-5.524340363,9.324441093
1017,-5.447042091,9.256737667
1018,-5.352898293,9.209009789
1019,-5.26821093,9.195125081
1020,-5.20890833,9.196998369
1021,-5.165643204,9.197953488
1022,-5.127226047,9.197191774
1023,-5.093743101,9.198064194
1024,-5.067660755,9.198240909
1025,-5.045700054,9.193940908
1026,-5.022744851,9.185439439
1027,-4.9962989,9.175951589
1028,-4.966252623,9.169353029
1029,-4.934914423,9.17047322
1030,-4.912554961,9.177387467
1031,-4.900277449,9.17941851
1032,-4.885173349,9.174824211
1033,-4.865436186,9.172128983
1034,-4.848640158,9.174903841
1035,-4.841121254,9.177671552
1036,-4.84043661,9.171878139
1037,-4.836761422,9.15514293
1038,-4.823000421,9.134067568
1039,-4.802186974,9.115134244
1040,-4.77708895,9.099530724
1041,-4.74656132,9.09128399
1042,-4.720233571,9.092373198
1043,-4.703983335,9.094890219
1044,-4.691531876,9.09290342
1045,-4.679143325,9.087213515
1046,-4.666049513,9.078657861
1047,-4.650156242,9.067784974
1048,-4.629458502,9.05700748
1049,-4.603593636,9.051492804
1050,-4.579288109,9.054880378
1051,-4.56473403,9.063428018
1052,-4.562528541,9.065868423
